#ZVView-data-copy:  10-Nov-2015 14:42:01
#=======================================
#
#name:   6-C-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  2444
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         6.514       0.9874     0.023564  # 2001,W.P.Abfalterer+     ## 13794002
        6.5214      0.93301     0.023233  # 2001,W.P.Abfalterer+     ## 13794002
        6.5288      0.90585     0.022919  # 2001,W.P.Abfalterer+     ## 13794002
         6.529       0.9359     0.002927  # 2001,W.P.Abfalterer+     ## 13753007
        6.5362      0.82172     0.022299  # 2001,W.P.Abfalterer+     ## 13794002
        6.5437      0.78856      0.02206  # 2001,W.P.Abfalterer+     ## 13794002
        6.5511      0.73318     0.021674  # 2001,W.P.Abfalterer+     ## 13794002
        6.5586      0.75072     0.021304  # 2001,W.P.Abfalterer+     ## 13794002
         6.566      0.71026     0.021179  # 2001,W.P.Abfalterer+     ## 13794002
        6.5735      0.75006     0.021296  # 2001,W.P.Abfalterer+     ## 13794002
         6.581       0.7093     0.020978  # 2001,W.P.Abfalterer+     ## 13794002
        6.5885      0.79833     0.021306  # 2001,W.P.Abfalterer+     ## 13794002
         6.595        0.765       0.0027  # 2001,W.P.Abfalterer+     ## 13753007
         6.596      0.70892     0.020581  # 2001,W.P.Abfalterer+     ## 13794002
        6.6036      0.71037     0.020667  # 2001,W.P.Abfalterer+     ## 13794002
        6.6111      0.78704     0.020978  # 2001,W.P.Abfalterer+     ## 13794002
        6.6187      0.79724     0.021392  # 2001,W.P.Abfalterer+     ## 13794002
        6.6263      0.76821     0.021458  # 2001,W.P.Abfalterer+     ## 13794002
        6.6339      0.86451     0.021835  # 2001,W.P.Abfalterer+     ## 13794002
        6.6415      0.78193     0.021661  # 2001,W.P.Abfalterer+     ## 13794002
        6.6491      0.87606     0.022098  # 2001,W.P.Abfalterer+     ## 13794002
        6.6567      0.79269     0.021688  # 2001,W.P.Abfalterer+     ## 13794002
         6.661       0.8042     0.002727  # 2001,W.P.Abfalterer+     ## 13753007
        6.6643      0.76478     0.021487  # 2001,W.P.Abfalterer+     ## 13794002
         6.672        0.805     0.021574  # 2001,W.P.Abfalterer+     ## 13794002
        6.6796      0.80531     0.021698  # 2001,W.P.Abfalterer+     ## 13794002
        6.6873      0.80433     0.021494  # 2001,W.P.Abfalterer+     ## 13794002
         6.695      0.86423     0.021795  # 2001,W.P.Abfalterer+     ## 13794002
        6.7027      0.72115     0.021072  # 2001,W.P.Abfalterer+     ## 13794002
        6.7105      0.80202     0.021419  # 2001,W.P.Abfalterer+     ## 13794002
        6.7182      0.78813     0.021678  # 2001,W.P.Abfalterer+     ## 13794002
        6.7259      0.76437     0.021248  # 2001,W.P.Abfalterer+     ## 13794002
         6.728       0.8059     0.002724  # 2001,W.P.Abfalterer+     ## 13753007
        6.7337      0.80884     0.021471  # 2001,W.P.Abfalterer+     ## 13794002
        6.7415      0.82474     0.021564  # 2001,W.P.Abfalterer+     ## 13794002
        6.7492      0.75417     0.021161  # 2001,W.P.Abfalterer+     ## 13794002
        6.7571      0.75662      0.02137  # 2001,W.P.Abfalterer+     ## 13794002
        6.7649      0.77764     0.021334  # 2001,W.P.Abfalterer+     ## 13794002
        6.7727      0.75483     0.020987  # 2001,W.P.Abfalterer+     ## 13794002
        6.7805      0.83948     0.021603  # 2001,W.P.Abfalterer+     ## 13794002
        6.7884      0.76954      0.02143  # 2001,W.P.Abfalterer+     ## 13794002
         6.796       0.7789     0.002702  # 2001,W.P.Abfalterer+     ## 13753007
        6.7963      0.77442     0.021267  # 2001,W.P.Abfalterer+     ## 13794002
        6.8041      0.71174     0.021025  # 2001,W.P.Abfalterer+     ## 13794002
         6.812      0.73509       0.0211  # 2001,W.P.Abfalterer+     ## 13794002
          6.82      0.77436     0.021193  # 2001,W.P.Abfalterer+     ## 13794002
        6.8279      0.77798     0.020951  # 2001,W.P.Abfalterer+     ## 13794002
        6.8358      0.77391     0.020932  # 2001,W.P.Abfalterer+     ## 13794002
        6.8438      0.75834     0.020995  # 2001,W.P.Abfalterer+     ## 13794002
        6.8517      0.72398      0.02083  # 2001,W.P.Abfalterer+     ## 13794002
        6.8597       0.7762     0.021082  # 2001,W.P.Abfalterer+     ## 13794002
         6.864       0.7582      0.00266  # 2001,W.P.Abfalterer+     ## 13753007
        6.8677       0.7528     0.020627  # 2001,W.P.Abfalterer+     ## 13794002
        6.8757      0.76397      0.02081  # 2001,W.P.Abfalterer+     ## 13794002
        6.8837       0.7174     0.020378  # 2001,W.P.Abfalterer+     ## 13794002
        6.8918      0.75729     0.020821  # 2001,W.P.Abfalterer+     ## 13794002
        6.8998      0.72321     0.020707  # 2001,W.P.Abfalterer+     ## 13794002
        6.9079      0.74867     0.020758  # 2001,W.P.Abfalterer+     ## 13794002
        6.9159      0.74041       0.0205  # 2001,W.P.Abfalterer+     ## 13794002
         6.924      0.76657     0.020628  # 2001,W.P.Abfalterer+     ## 13794002
        6.9321      0.73055     0.020457  # 2001,W.P.Abfalterer+     ## 13794002
         6.933       0.7374     0.002625  # 2001,W.P.Abfalterer+     ## 13753007
        6.9403      0.76975     0.020687  # 2001,W.P.Abfalterer+     ## 13794002
        6.9484      0.72886     0.020362  # 2001,W.P.Abfalterer+     ## 13794002
        6.9566      0.71736     0.020324  # 2001,W.P.Abfalterer+     ## 13794002
        6.9647      0.73653     0.020522  # 2001,W.P.Abfalterer+     ## 13794002
        6.9729      0.71531     0.020413  # 2001,W.P.Abfalterer+     ## 13794002
        6.9811      0.69737     0.020294  # 2001,W.P.Abfalterer+     ## 13794002
        6.9893      0.73137     0.020379  # 2001,W.P.Abfalterer+     ## 13794002
        6.9975      0.71989     0.020378  # 2001,W.P.Abfalterer+     ## 13794002
         7.003       0.7216     0.002612  # 2001,W.P.Abfalterer+     ## 13753007
        7.0058      0.80143     0.020576  # 2001,W.P.Abfalterer+     ## 13794002
         7.014      0.74804     0.020316  # 2001,W.P.Abfalterer+     ## 13794002
        7.0223      0.71107     0.020064  # 2001,W.P.Abfalterer+     ## 13794002
        7.0306      0.68034     0.020318  # 2001,W.P.Abfalterer+     ## 13794002
        7.0388      0.73653     0.020159  # 2001,W.P.Abfalterer+     ## 13794002
        7.0472      0.71887     0.020327  # 2001,W.P.Abfalterer+     ## 13794002
        7.0555      0.67148     0.020158  # 2001,W.P.Abfalterer+     ## 13794002
        7.0638      0.71201     0.020206  # 2001,W.P.Abfalterer+     ## 13794002
        7.0722      0.77226     0.020618  # 2001,W.P.Abfalterer+     ## 13794002
         7.073       0.7182     0.002619  # 2001,W.P.Abfalterer+     ## 13753007
        7.0806      0.72963     0.020147  # 2001,W.P.Abfalterer+     ## 13794002
        7.0889       0.7503     0.020242  # 2001,W.P.Abfalterer+     ## 13794002
        7.0973      0.78785     0.020527  # 2001,W.P.Abfalterer+     ## 13794002
        7.1057      0.72526     0.020292  # 2001,W.P.Abfalterer+     ## 13794002
        7.1142      0.75545     0.020399  # 2001,W.P.Abfalterer+     ## 13794002
        7.1226      0.72762     0.020321  # 2001,W.P.Abfalterer+     ## 13794002
        7.1311      0.76266     0.020583  # 2001,W.P.Abfalterer+     ## 13794002
        7.1396      0.77474     0.020425  # 2001,W.P.Abfalterer+     ## 13794002
         7.144       0.7456     0.002671  # 2001,W.P.Abfalterer+     ## 13753007
         7.148      0.77674     0.020514  # 2001,W.P.Abfalterer+     ## 13794002
        7.1565      0.77157     0.020743  # 2001,W.P.Abfalterer+     ## 13794002
        7.1651       0.7887     0.020618  # 2001,W.P.Abfalterer+     ## 13794002
        7.1736       0.8483     0.021162  # 2001,W.P.Abfalterer+     ## 13794002
        7.1821      0.86853     0.021084  # 2001,W.P.Abfalterer+     ## 13794002
        7.1907       0.8772     0.021306  # 2001,W.P.Abfalterer+     ## 13794002
        7.1993      0.89325     0.021351  # 2001,W.P.Abfalterer+     ## 13794002
        7.2079      0.91314     0.021542  # 2001,W.P.Abfalterer+     ## 13794002
         7.216       0.8628      0.00285  # 2001,W.P.Abfalterer+     ## 13753007
        7.2165      0.97939      0.02186  # 2001,W.P.Abfalterer+     ## 13794002
        7.2251      0.99247     0.022088  # 2001,W.P.Abfalterer+     ## 13794002
        7.2338       1.0706     0.022381  # 2001,W.P.Abfalterer+     ## 13794002
        7.2424       1.1391     0.022708  # 2001,W.P.Abfalterer+     ## 13794002
        7.2511       1.1515       0.0231  # 2001,W.P.Abfalterer+     ## 13794002
        7.2598        1.244     0.023575  # 2001,W.P.Abfalterer+     ## 13794002
        7.2685       1.2965     0.024205  # 2001,W.P.Abfalterer+     ## 13794002
        7.2772       1.4016     0.025243  # 2001,W.P.Abfalterer+     ## 13794002
         7.286       1.4905     0.025693  # 2001,W.P.Abfalterer+     ## 13794002
         7.289        1.227     0.003416  # 2001,W.P.Abfalterer+     ## 13753007
        7.2947       1.5227     0.026144  # 2001,W.P.Abfalterer+     ## 13794002
        7.3035       1.5815     0.026622  # 2001,W.P.Abfalterer+     ## 13794002
        7.3123       1.7035     0.027551  # 2001,W.P.Abfalterer+     ## 13794002
        7.3211       1.6966      0.02766  # 2001,W.P.Abfalterer+     ## 13794002
        7.3299       1.7192     0.027804  # 2001,W.P.Abfalterer+     ## 13794002
        7.3387       1.7894     0.028432  # 2001,W.P.Abfalterer+     ## 13794002
        7.3476       1.7891     0.028415  # 2001,W.P.Abfalterer+     ## 13794002
        7.3564       1.8188     0.028557  # 2001,W.P.Abfalterer+     ## 13794002
         7.362        1.683     0.004318  # 2001,W.P.Abfalterer+     ## 13753007
        7.3653       1.8239     0.028554  # 2001,W.P.Abfalterer+     ## 13794002
        7.3742       1.7522     0.028238  # 2001,W.P.Abfalterer+     ## 13794002
        7.3831       1.8283     0.028344  # 2001,W.P.Abfalterer+     ## 13794002
         7.392       1.7949     0.027835  # 2001,W.P.Abfalterer+     ## 13794002
         7.401       1.8025       0.0281  # 2001,W.P.Abfalterer+     ## 13794002
          7.41       1.7636     0.027787  # 2001,W.P.Abfalterer+     ## 13794002
        7.4189       1.7561     0.027712  # 2001,W.P.Abfalterer+     ## 13794002
        7.4279       1.7601     0.027786  # 2001,W.P.Abfalterer+     ## 13794002
         7.436         1.78     0.004523  # 2001,W.P.Abfalterer+     ## 13753007
         7.437       1.8501     0.028047  # 2001,W.P.Abfalterer+     ## 13794002
         7.446       1.8296     0.027583  # 2001,W.P.Abfalterer+     ## 13794002
         7.455       1.7929     0.027312  # 2001,W.P.Abfalterer+     ## 13794002
        7.4641       1.8506     0.027496  # 2001,W.P.Abfalterer+     ## 13794002
        7.4732       1.7282     0.026925  # 2001,W.P.Abfalterer+     ## 13794002
        7.4823       1.7528     0.026581  # 2001,W.P.Abfalterer+     ## 13794002
        7.4914       1.7973     0.027301  # 2001,W.P.Abfalterer+     ## 13794002
        7.5005       1.7664      0.02693  # 2001,W.P.Abfalterer+     ## 13794002
        7.5096       1.7702     0.026646  # 2001,W.P.Abfalterer+     ## 13794002
          7.51        1.767     0.004457  # 2001,W.P.Abfalterer+     ## 13753007
        7.5188       1.7345     0.026314  # 2001,W.P.Abfalterer+     ## 13794002
         7.528        1.767     0.026371  # 2001,W.P.Abfalterer+     ## 13794002
        7.5372       1.7508     0.026517  # 2001,W.P.Abfalterer+     ## 13794002
        7.5464       1.7787     0.026576  # 2001,W.P.Abfalterer+     ## 13794002
        7.5556       1.6761     0.025884  # 2001,W.P.Abfalterer+     ## 13794002
        7.5648       1.6945     0.026056  # 2001,W.P.Abfalterer+     ## 13794002
        7.5741       1.7329     0.025584  # 2001,W.P.Abfalterer+     ## 13794002
        7.5834       1.7045     0.026132  # 2001,W.P.Abfalterer+     ## 13794002
         7.586         1.73      0.00435  # 2001,W.P.Abfalterer+     ## 13753007
        7.5927       1.7353     0.025947  # 2001,W.P.Abfalterer+     ## 13794002
         7.602       1.8724     0.026747  # 2001,W.P.Abfalterer+     ## 13794002
        7.6113       1.8298     0.026553  # 2001,W.P.Abfalterer+     ## 13794002
        7.6207       1.8348     0.026807  # 2001,W.P.Abfalterer+     ## 13794002
        7.6301       1.8277     0.027031  # 2001,W.P.Abfalterer+     ## 13794002
        7.6394       1.8329     0.027375  # 2001,W.P.Abfalterer+     ## 13794002
        7.6488       1.8964     0.028274  # 2001,W.P.Abfalterer+     ## 13794002
        7.6582       2.0085     0.030158  # 2001,W.P.Abfalterer+     ## 13794002
         7.662        1.841     0.004605  # 2001,W.P.Abfalterer+     ## 13753007
        7.6677       2.0814     0.031728  # 2001,W.P.Abfalterer+     ## 13794002
        7.6771       2.1269     0.032506  # 2001,W.P.Abfalterer+     ## 13794002
        7.6866       2.2036     0.033956  # 2001,W.P.Abfalterer+     ## 13794002
        7.6961        2.307     0.035685  # 2001,W.P.Abfalterer+     ## 13794002
        7.7056       2.3564     0.036573  # 2001,W.P.Abfalterer+     ## 13794002
        7.7151       2.3179     0.036092  # 2001,W.P.Abfalterer+     ## 13794002
        7.7247       2.3977     0.036453  # 2001,W.P.Abfalterer+     ## 13794002
        7.7342       2.3123     0.035914  # 2001,W.P.Abfalterer+     ## 13794002
         7.739        2.212      0.00576  # 2001,W.P.Abfalterer+     ## 13753007
        7.7438       2.2661     0.035978  # 2001,W.P.Abfalterer+     ## 13794002
        7.7534       2.1397     0.034367  # 2001,W.P.Abfalterer+     ## 13794002
         7.763       2.1472     0.034283  # 2001,W.P.Abfalterer+     ## 13794002
        7.7726       2.1272     0.033682  # 2001,W.P.Abfalterer+     ## 13794002
        7.7823       2.1377     0.033796  # 2001,W.P.Abfalterer+     ## 13794002
         7.792       2.1553     0.033974  # 2001,W.P.Abfalterer+     ## 13794002
        7.8016       2.1642      0.03358  # 2001,W.P.Abfalterer+     ## 13794002
        7.8113       2.0924     0.033432  # 2001,W.P.Abfalterer+     ## 13794002
         7.817        2.138     0.005539  # 2001,W.P.Abfalterer+     ## 13753007
        7.8211       2.1007     0.033003  # 2001,W.P.Abfalterer+     ## 13794002
        7.8308       2.0356     0.032548  # 2001,W.P.Abfalterer+     ## 13794002
        7.8406       2.0201     0.032711  # 2001,W.P.Abfalterer+     ## 13794002
        7.8503       2.0934     0.033355  # 2001,W.P.Abfalterer+     ## 13794002
        7.8601       1.9795        0.032  # 2001,W.P.Abfalterer+     ## 13794002
        7.8699        1.948     0.031385  # 2001,W.P.Abfalterer+     ## 13794002
        7.8798       2.0065      0.03205  # 2001,W.P.Abfalterer+     ## 13794002
        7.8896       1.9457     0.031425  # 2001,W.P.Abfalterer+     ## 13794002
         7.896        1.988     0.005103  # 2001,W.P.Abfalterer+     ## 13753007
        7.8995       1.9332     0.031278  # 2001,W.P.Abfalterer+     ## 13794002
        7.9094       1.9556     0.031454  # 2001,W.P.Abfalterer+     ## 13794002
        7.9193       1.9549     0.031054  # 2001,W.P.Abfalterer+     ## 13794002
        7.9292       1.9038     0.030311  # 2001,W.P.Abfalterer+     ## 13794002
        7.9392       1.9489      0.03043  # 2001,W.P.Abfalterer+     ## 13794002
        7.9491       1.9539     0.030461  # 2001,W.P.Abfalterer+     ## 13794002
        7.9591       1.9536     0.030055  # 2001,W.P.Abfalterer+     ## 13794002
        7.9691       1.8448     0.029383  # 2001,W.P.Abfalterer+     ## 13794002
         7.975        1.914     0.004826  # 2001,W.P.Abfalterer+     ## 13753007
        7.9791       1.9594     0.030322  # 2001,W.P.Abfalterer+     ## 13794002
        7.9892       1.8831      0.02958  # 2001,W.P.Abfalterer+     ## 13794002
        7.9992       1.9079     0.029859  # 2001,W.P.Abfalterer+     ## 13794002
        8.0093       1.9151     0.029626  # 2001,W.P.Abfalterer+     ## 13794002
        8.0194       1.9769     0.030005  # 2001,W.P.Abfalterer+     ## 13794002
        8.0295       1.9549     0.030186  # 2001,W.P.Abfalterer+     ## 13794002
        8.0396       1.8974     0.029451  # 2001,W.P.Abfalterer+     ## 13794002
        8.0498       1.9102     0.029369  # 2001,W.P.Abfalterer+     ## 13794002
         8.055        1.925     0.004823  # 2001,W.P.Abfalterer+     ## 13753007
        8.0599       1.9208     0.029332  # 2001,W.P.Abfalterer+     ## 13794002
        8.0701       1.8838      0.02905  # 2001,W.P.Abfalterer+     ## 13794002
        8.0803       1.9294     0.029249  # 2001,W.P.Abfalterer+     ## 13794002
        8.0906       1.8723     0.028899  # 2001,W.P.Abfalterer+     ## 13794002
        8.1008       1.8812     0.028332  # 2001,W.P.Abfalterer+     ## 13794002
        8.1111       1.7484     0.027774  # 2001,W.P.Abfalterer+     ## 13794002
        8.1214        1.736     0.027181  # 2001,W.P.Abfalterer+     ## 13794002
